job_id,title,company,location,work_mode,duration,stipend,skills,education,description,responsibilities,eligibility,application_url
JOB113,Cloud Engineering Intern (AWS),DevOpsEngine,Noida,On-site,3 Months,"₹40,000 / month","AWS, Google Cloud, CI/CD, Terraform, Python",B.Tech CSE/IT/ECE,"Work as a Cloud Engineering Intern (AWS) at DevOpsEngine. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, CI/CD.",https://internships.example.com/apply/job113
JOB114,DevOps Engineering Intern,KubernetesHub,Chennai,On-site,6 Months,"₹20,000 / month","AWS, Google Cloud, Terraform, Python, Bash",B.Tech CSE/IT/ECE,"Work as a DevOps Engineering Intern at KubernetesHub. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Terraform.",https://internships.example.com/apply/job114
JOB115,Google Cloud Intern,Nimbus Systems,Remote,Remote,3 Months,"₹30,000 / month","AWS, Google Cloud, Python, Bash",B.Tech CSE/IT/ECE,"Work as a Google Cloud Intern at Nimbus Systems. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Python.",https://internships.example.com/apply/job115
JOB116,Infrastructure & Automation Intern,CloudScale Innovations,Pune,Hybrid,6 Months,"₹40,000 / month","AWS, Google Cloud, Bash",B.Tech CSE/IT/ECE,"Work as a Infrastructure & Automation Intern at CloudScale Innovations. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Bash.",https://internships.example.com/apply/job116
JOB117,Cloud Engineering Intern (AWS),SkyInfra Tech,Noida,On-site,3 Months,"₹20,000 / month","AWS, Google Cloud, Docker",B.Tech CSE/IT/ECE,"Work as a Cloud Engineering Intern (AWS) at SkyInfra Tech. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Docker.",https://internships.example.com/apply/job117
JOB118,DevOps Engineering Intern,DevOpsEngine,Chennai,On-site,6 Months,"₹30,000 / month","AWS, Google Cloud, Docker, Kubernetes",B.Tech CSE/IT/ECE,"Work as a DevOps Engineering Intern at DevOpsEngine. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Docker.",https://internships.example.com/apply/job118
JOB119,Google Cloud Intern,KubernetesHub,Remote,Remote,3 Months,"₹40,000 / month","AWS, Google Cloud, Docker, Kubernetes, Linux",B.Tech CSE/IT/ECE,"Work as a Google Cloud Intern at KubernetesHub. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Docker.",https://internships.example.com/apply/job119
JOB120,Infrastructure & Automation Intern,Nimbus Systems,Pune,Hybrid,6 Months,"₹20,000 / month","AWS, Google Cloud, Kubernetes, Linux, CI/CD",B.Tech CSE/IT/ECE,"Work as a Infrastructure & Automation Intern at Nimbus Systems. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cloud & DevOps.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/ECE with proficiency in AWS, Google Cloud, Kubernetes.",https://internships.example.com/apply/job120
JOB121,Cybersecurity Analyst Intern,SecureGuard Cyber,Remote,Remote,3 Months,"₹20,000 / month","Cybersecurity, Network Security, Linux, Python, Penetration Testing",B.Tech CSE/IT/Cybersecurity,"Work as a Cybersecurity Analyst Intern at SecureGuard Cyber. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job121
JOB122,Ethical Hacking Intern,ShieldSec Labs,Pune,Hybrid,6 Months,"₹30,000 / month","Cybersecurity, Network Security, Python, Penetration Testing, Wireshark",B.Tech CSE/IT/Cybersecurity,"Work as a Ethical Hacking Intern at ShieldSec Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Python.",https://internships.example.com/apply/job122
JOB123,Information Security Intern,CyberDefend,Noida,On-site,3 Months,"₹40,000 / month","Cybersecurity, Network Security, Penetration Testing, Wireshark, Cryptography",B.Tech CSE/IT/Cybersecurity,"Work as a Information Security Intern at CyberDefend. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Penetration Testing.",https://internships.example.com/apply/job123
JOB124,SOC Analyst Intern,Infosec Armor,Chennai,On-site,6 Months,"₹20,000 / month","Cybersecurity, Network Security, Wireshark, Cryptography, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a SOC Analyst Intern at Infosec Armor. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Wireshark.",https://internships.example.com/apply/job124
JOB125,Cybersecurity Analyst Intern,SentinelSec,Remote,Remote,3 Months,"₹30,000 / month","Cybersecurity, Network Security, Cryptography, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a Cybersecurity Analyst Intern at SentinelSec. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Cryptography.",https://internships.example.com/apply/job125
JOB126,Ethical Hacking Intern,SecureGuard Cyber,Pune,Hybrid,6 Months,"₹40,000 / month","Cybersecurity, Network Security, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a Ethical Hacking Intern at SecureGuard Cyber. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, SIEM.",https://internships.example.com/apply/job126
JOB127,Information Security Intern,ShieldSec Labs,Noida,On-site,3 Months,"₹20,000 / month","Cybersecurity, Network Security, Linux",B.Tech CSE/IT/Cybersecurity,"Work as a Information Security Intern at ShieldSec Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job127
JOB128,SOC Analyst Intern,CyberDefend,Chennai,On-site,6 Months,"₹30,000 / month","Cybersecurity, Network Security, Linux, Python",B.Tech CSE/IT/Cybersecurity,"Work as a SOC Analyst Intern at CyberDefend. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job128
JOB129,Cybersecurity Analyst Intern,Infosec Armor,Remote,Remote,3 Months,"₹40,000 / month","Cybersecurity, Network Security, Linux, Python, Penetration Testing",B.Tech CSE/IT/Cybersecurity,"Work as a Cybersecurity Analyst Intern at Infosec Armor. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job129
JOB130,Ethical Hacking Intern,SentinelSec,Pune,Hybrid,6 Months,"₹20,000 / month","Cybersecurity, Network Security, Python, Penetration Testing, Wireshark",B.Tech CSE/IT/Cybersecurity,"Work as a Ethical Hacking Intern at SentinelSec. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Python.",https://internships.example.com/apply/job130
JOB131,Information Security Intern,SecureGuard Cyber,Noida,On-site,3 Months,"₹30,000 / month","Cybersecurity, Network Security, Penetration Testing, Wireshark, Cryptography",B.Tech CSE/IT/Cybersecurity,"Work as a Information Security Intern at SecureGuard Cyber. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Penetration Testing.",https://internships.example.com/apply/job131
JOB132,SOC Analyst Intern,ShieldSec Labs,Chennai,On-site,6 Months,"₹40,000 / month","Cybersecurity, Network Security, Wireshark, Cryptography, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a SOC Analyst Intern at ShieldSec Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Wireshark.",https://internships.example.com/apply/job132
JOB133,Cybersecurity Analyst Intern,CyberDefend,Remote,Remote,3 Months,"₹20,000 / month","Cybersecurity, Network Security, Cryptography, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a Cybersecurity Analyst Intern at CyberDefend. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Cryptography.",https://internships.example.com/apply/job133
JOB134,Ethical Hacking Intern,Infosec Armor,Pune,Hybrid,6 Months,"₹30,000 / month","Cybersecurity, Network Security, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a Ethical Hacking Intern at Infosec Armor. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, SIEM.",https://internships.example.com/apply/job134
JOB135,Information Security Intern,SentinelSec,Noida,On-site,3 Months,"₹40,000 / month","Cybersecurity, Network Security, Linux",B.Tech CSE/IT/Cybersecurity,"Work as a Information Security Intern at SentinelSec. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job135
JOB136,SOC Analyst Intern,SecureGuard Cyber,Chennai,On-site,6 Months,"₹20,000 / month","Cybersecurity, Network Security, Linux, Python",B.Tech CSE/IT/Cybersecurity,"Work as a SOC Analyst Intern at SecureGuard Cyber. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job136
JOB137,Cybersecurity Analyst Intern,ShieldSec Labs,Remote,Remote,3 Months,"₹30,000 / month","Cybersecurity, Network Security, Linux, Python, Penetration Testing",B.Tech CSE/IT/Cybersecurity,"Work as a Cybersecurity Analyst Intern at ShieldSec Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Linux.",https://internships.example.com/apply/job137
JOB138,Ethical Hacking Intern,CyberDefend,Pune,Hybrid,6 Months,"₹40,000 / month","Cybersecurity, Network Security, Python, Penetration Testing, Wireshark",B.Tech CSE/IT/Cybersecurity,"Work as a Ethical Hacking Intern at CyberDefend. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Python.",https://internships.example.com/apply/job138
JOB139,Information Security Intern,Infosec Armor,Noida,On-site,3 Months,"₹20,000 / month","Cybersecurity, Network Security, Penetration Testing, Wireshark, Cryptography",B.Tech CSE/IT/Cybersecurity,"Work as a Information Security Intern at Infosec Armor. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Penetration Testing.",https://internships.example.com/apply/job139
JOB140,SOC Analyst Intern,SentinelSec,Chennai,On-site,6 Months,"₹30,000 / month","Cybersecurity, Network Security, Wireshark, Cryptography, SIEM",B.Tech CSE/IT/Cybersecurity,"Work as a SOC Analyst Intern at SentinelSec. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in Cybersecurity.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Tech CSE/IT/Cybersecurity with proficiency in Cybersecurity, Network Security, Wireshark.",https://internships.example.com/apply/job140
JOB141,UI/UX Design Intern,DesignMatrix,Noida,On-site,3 Months,"₹30,000 / month","Figma, Adobe XD, Wireframing, Prototyping, User Research",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UI/UX Design Intern at DesignMatrix. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job141
JOB142,Product Design Intern,PixelCraft Studio,Chennai,On-site,6 Months,"₹40,000 / month","Figma, Adobe XD, Prototyping, User Research, UI Design",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Design Intern at PixelCraft Studio. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Prototyping.",https://internships.example.com/apply/job142
JOB143,Product Management Intern,UserFirst Labs,Remote,Remote,3 Months,"₹20,000 / month","Figma, Adobe XD, User Research, UI Design, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Management Intern at UserFirst Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, User Research.",https://internships.example.com/apply/job143
JOB144,UX Research Intern,ProductScale,Pune,Hybrid,6 Months,"₹30,000 / month","Figma, Adobe XD, UI Design, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UX Research Intern at ProductScale. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, UI Design.",https://internships.example.com/apply/job144
JOB145,UI/UX Design Intern,CreativeUi,Noida,On-site,3 Months,"₹40,000 / month","Figma, Adobe XD, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UI/UX Design Intern at CreativeUi. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Design Systems.",https://internships.example.com/apply/job145
JOB146,Product Design Intern,DesignMatrix,Chennai,On-site,6 Months,"₹20,000 / month","Figma, Adobe XD, Wireframing",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Design Intern at DesignMatrix. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job146
JOB147,Product Management Intern,PixelCraft Studio,Remote,Remote,3 Months,"₹30,000 / month","Figma, Adobe XD, Wireframing, Prototyping",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Management Intern at PixelCraft Studio. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job147
JOB148,UX Research Intern,UserFirst Labs,Pune,Hybrid,6 Months,"₹40,000 / month","Figma, Adobe XD, Wireframing, Prototyping, User Research",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UX Research Intern at UserFirst Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job148
JOB149,UI/UX Design Intern,ProductScale,Noida,On-site,3 Months,"₹20,000 / month","Figma, Adobe XD, Prototyping, User Research, UI Design",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UI/UX Design Intern at ProductScale. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Prototyping.",https://internships.example.com/apply/job149
JOB150,Product Design Intern,CreativeUi,Chennai,On-site,6 Months,"₹30,000 / month","Figma, Adobe XD, User Research, UI Design, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Design Intern at CreativeUi. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, User Research.",https://internships.example.com/apply/job150
JOB151,Product Management Intern,DesignMatrix,Remote,Remote,3 Months,"₹40,000 / month","Figma, Adobe XD, UI Design, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Management Intern at DesignMatrix. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, UI Design.",https://internships.example.com/apply/job151
JOB152,UX Research Intern,PixelCraft Studio,Pune,Hybrid,6 Months,"₹20,000 / month","Figma, Adobe XD, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UX Research Intern at PixelCraft Studio. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Design Systems.",https://internships.example.com/apply/job152
JOB153,UI/UX Design Intern,UserFirst Labs,Noida,On-site,3 Months,"₹30,000 / month","Figma, Adobe XD, Wireframing",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UI/UX Design Intern at UserFirst Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job153
JOB154,Product Design Intern,ProductScale,Chennai,On-site,6 Months,"₹40,000 / month","Figma, Adobe XD, Wireframing, Prototyping",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Design Intern at ProductScale. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job154
JOB155,Product Management Intern,CreativeUi,Remote,Remote,3 Months,"₹20,000 / month","Figma, Adobe XD, Wireframing, Prototyping, User Research",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Management Intern at CreativeUi. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job155
JOB156,UX Research Intern,DesignMatrix,Pune,Hybrid,6 Months,"₹30,000 / month","Figma, Adobe XD, Prototyping, User Research, UI Design",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UX Research Intern at DesignMatrix. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Prototyping.",https://internships.example.com/apply/job156
JOB157,UI/UX Design Intern,PixelCraft Studio,Noida,On-site,3 Months,"₹40,000 / month","Figma, Adobe XD, User Research, UI Design, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UI/UX Design Intern at PixelCraft Studio. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, User Research.",https://internships.example.com/apply/job157
JOB158,Product Design Intern,UserFirst Labs,Chennai,On-site,6 Months,"₹20,000 / month","Figma, Adobe XD, UI Design, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Design Intern at UserFirst Labs. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, UI Design.",https://internships.example.com/apply/job158
JOB159,Product Management Intern,ProductScale,Remote,Remote,3 Months,"₹30,000 / month","Figma, Adobe XD, Design Systems",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a Product Management Intern at ProductScale. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Design Systems.",https://internships.example.com/apply/job159
JOB160,UX Research Intern,CreativeUi,Pune,Hybrid,6 Months,"₹40,000 / month","Figma, Adobe XD, Wireframing",B.Des/B.Tech/Any Graduation with Portfolio,"Work as a UX Research Intern at CreativeUi. You will collaborate with cross-functional teams to design, develop, test, and deploy software solutions in UI/UX & Product.",Design and implement software components; write clean code; write unit tests; document features and collaborate with senior engineers.,"B.Des/B.Tech/Any Graduation with Portfolio with proficiency in Figma, Adobe XD, Wireframing.",https://internships.example.com/apply/job160
